date	T0.00	T0.05	T0.10	T1.20	T1.60	T2.40	T3.20
01.01.1963	-999.0	-999.0	-999.0	-999.0	-1.2	-999.0	-999.0
02.01.1963	-999.0	-999.0	-999.0	-999.0	-1.1	-999.0	-999.0
03.01.1963	-999.0	-999.0	-999.0	-999.0	-1.4	-999.0	-999.0
04.01.1963	-999.0	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0
05.01.1963	-999.0	-999.0	-999.0	-999.0	-1.4	-999.0	-999.0
06.01.1963	-999.0	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0
07.01.1963	-999.0	-999.0	-999.0	-999.0	-1.4	-999.0	-999.0
08.01.1963	-999.0	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0
09.01.1963	-999.0	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0
10.01.1963	-999.0	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0
11.01.1963	-999.0	-999.0	-999.0	-999.0	-1.5	-999.0	-999.0
12.01.1963	-999.0	-999.0	-999.0	-999.0	-1.6	-999.0	-999.0
13.01.1963	-999.0	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0
14.01.1963	-999.0	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0
15.01.1963	-999.0	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0
16.01.1963	-999.0	-999.0	-999.0	-999.0	-1.7	-999.0	-999.0
17.01.1963	-999.0	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0
18.01.1963	-999.0	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0
19.01.1963	-999.0	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0
20.01.1963	-999.0	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0
21.01.1963	-999.0	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0
22.01.1963	-999.0	-999.0	-999.0	-999.0	-1.8	-999.0	-999.0
23.01.1963	-999.0	-999.0	-999.0	-999.0	-1.9	-999.0	-999.0
24.01.1963	-999.0	-999.0	-999.0	-999.0	-1.9	-999.0	-999.0
25.01.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
26.01.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
27.01.1963	-999.0	-999.0	-999.0	-999.0	-1.9	-999.0	-999.0
28.01.1963	-999.0	-999.0	-999.0	-999.0	-1.9	-999.0	-999.0
29.01.1963	-999.0	-999.0	-999.0	-999.0	-1.9	-999.0	-999.0
30.01.1963	-999.0	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0
31.01.1963	-999.0	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0
01.02.1963	-999.0	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0
02.02.1963	-999.0	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0
03.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
04.02.1963	-999.0	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0
05.02.1963	-999.0	-999.0	-999.0	-999.0	-2.0	-999.0	-999.0
06.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
07.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
08.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
09.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
10.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
11.02.1963	-999.0	-999.0	-999.0	-999.0	-2.1	-999.0	-999.0
12.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
13.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
14.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
15.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
16.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
17.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
18.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
19.02.1963	-999.0	-999.0	-999.0	-999.0	-2.2	-999.0	-999.0
20.02.1963	-999.0	-999.0	-999.0	-999.0	-2.5	-999.0	-999.0
21.02.1963	-999.0	-999.0	-999.0	-999.0	-2.5	-999.0	-999.0
22.02.1963	-999.0	-999.0	-999.0	-999.0	-2.6	-999.0	-999.0
23.02.1963	-999.0	-999.0	-999.0	-999.0	-2.7	-999.0	-999.0
24.02.1963	-999.0	-999.0	-999.0	-999.0	-2.7	-999.0	-999.0
25.02.1963	-999.0	-999.0	-999.0	-999.0	-2.8	-999.0	-999.0
26.02.1963	-999.0	-999.0	-999.0	-999.0	-2.8	-999.0	-999.0
27.02.1963	-999.0	-999.0	-999.0	-999.0	-2.8	-999.0	-999.0
28.02.1963	-999.0	-999.0	-999.0	-999.0	-2.9	-999.0	-999.0
NaT	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0
NaT	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0
NaT	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0	-999.0
01.03.1963	-999.0	-999.0	-999.0	-999.0	-2.9	-999.0	-999.0
02.03.1963	-999.0	-999.0	-999.0	-999.0	-2.9	-999.0	-999.0
03.03.1963	-999.0	-999.0	-999.0	-999.0	-3.0	-999.0	-999.0
04.03.1963	-999.0	-999.0	-999.0	-999.0	-2.9	-999.0	-999.0
05.03.1963	-999.0	-999.0	-999.0	-999.0	-3.1	-999.0	-999.0
06.03.1963	-999.0	-999.0	-999.0	-999.0	-3.1	-999.0	-999.0
07.03.1963	-999.0	-999.0	-999.0	-999.0	-3.1	-999.0	-999.0
08.03.1963	-999.0	-999.0	-999.0	-999.0	-3.2	-999.0	-999.0
09.03.1963	-999.0	-999.0	-999.0	-999.0	-3.2	-999.0	-999.0
10.03.1963	-999.0	-999.0	-999.0	-999.0	-3.3	-999.0	-999.0
11.03.1963	-999.0	-999.0	-999.0	-999.0	-3.3	-999.0	-999.0
12.03.1963	-999.0	-999.0	-999.0	-999.0	-3.3	-999.0	-999.0
13.03.1963	-999.0	-999.0	-999.0	-999.0	-3.3	-999.0	-999.0
14.03.1963	-999.0	-999.0	-999.0	-999.0	-2.4	-999.0	-999.0
15.03.1963	-999.0	-999.0	-999.0	-999.0	-2.4	-999.0	-999.0
